product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"Canon PIXMA TS5050 Zwart","Zet deze Canon PIXMA TS5050 Zwart thuis op je bureau en verstuur draadloos via wifi al je printopdrachten. Daarnaast print je ook al je documenten of foto's vanuit de cloud of je social media accounts. Scan en kopieer je foto's en druk deze randloos af op een hoge resolutie van 4800 x 1200 dpi. Geen laptop bij de hand? Zet je SD kaart in de TS5050 en gebruik de toetsen naast het 3 inch grote kleurenscherm om je foto's af te drukken of documenten in te scannen. Verder bespaar je kosten dankzij de 5 afzonderlijke cartridges. Je vervangt dan gemakkelijk alleen de cartridge die daadwerkelijk leeg is.","77,-","Canon","1367C006AA","All-in-one","Inkjet","A4","4800 x 1200","12,6 ppm","9 ppm","None","37,2 cm x 31,5 cm x 13,9 cm","5,5 kg"
Laserprinters,"Samsung Xpress SL-C430W","De Samsung Xpress SL-C430W is een compacte wifi printer. Met een snelheid tot 18 pagina's per minuut is deze printer geschikt voor thuis of op een klein kantoor. Deel de printer via ethernet of wifi met je huisgenoten of collega's, en iedereen kan vanaf laptop, pc, tablet of smartphone opdrachten naar de printer versturen. Zelfs wanneer je niet thuis bent kun je de printer benaderen: doordat deze printer met Google Cloud Print werkt, kun je vanaf afstand opdrachten naar je printer versturen. Zo liggen de printjes al klaar op het moment dat jij terug naar huis gaat.","149,-","Samsung","SL-C430W/SEE","Alléén printen","Laser","A4","2400 x 600","18 ppm","4 ppm","None","38,2 cm x 30,9 cm x 21,1 cm","9,96 kg"
Laserprinters,"Brother HL-L2340DW","De Brother HL-L2340DW is een snelle zwart-witlaserprinter voor thuis of op een klein kantoor. Bij een snelheid van 26 pagina's per minuut print hij tot 100 vel achter elkaar. Met wifi en AirPrint print je eenvoudig en snel draadloos vanaf elk apparaat in je netwerk. Dit in combinatie met het compacte formaat, maakt deze printer geschikt voor iedereen die snel en makkelijk, veel printjes wil maken.

De juiste toners voor deze printer","99,-","Brother","HL-L2340DW","Alléén printen","Laser","A4","2400 x 600","26 ppm","None","None","35,6 cm x 36 cm x 18,3 cm","6,9 kg"
Inkjetprinters,"HP OfficeJet 7612 e-All-in-One","Met de HP OfficeJet 7612 e-All-in-One print je tot A3 formaat vanaf je smartphone, tablet of pc. De automatische documentinvoer (ADF) scant, kopieert of faxt meerdere pagina's in 1 keer. Je print een poster of fotoalbum rechtstreeks vanaf je smartphone via HP ePrint of Apple AirPrint. Deel de 7612 binnen je netwerk zodat iedereen in huis zijn printopdrachten rechtstreeks door kan sturen. Dankzij de losse inktcartridges gooi je nooit meer bruikbare inkt weg: je vervangt alleen de kleur die daadwerkelijk op is.","158,99","HP","G1X85A","All-in-one","Inkjet","A3","4800 x 1200","15 ppm","8 ppm","0,256 GB","61,7 cm x 50,5 cm x 29,7 cm","17,6 kg"
Inkjetprinters,"Epson WorkForce Pro WF-3725DWF","Professionaliseer je werkplek met de Epson WorkForce Pro WF-3725DWF inkjet printer. Schaf met 1 apparaat een printer, scanner, kopieer- en faxmachine aan. Maak draadloos contact met de printer via je smartphone of tablet en verstuur zo je printjes zonder dat je de pc aanzet. Scan direct al je facturen en contracten in en bewaar ze via de Epson Connect app in de cloud. Zo weet jij zeker dat je altijd bij je documenten kunt vanaf een pc of smartphone met internet waar ook ter wereld. Dankzij de automatische documentinvoer bespaar je tijd doordat je niet stuk voor stuk je documenten invoert.","149,-","Epson","C11CF24405","All-in-one","Inkjet","A4","4800 x 1200","20 ppm","10 ppm","None","42,5 cm x 37,8 cm x 24,9 cm","9,1 kg"
Laserprinters,"HP Color LaserJet Pro M252dw","De HP Color LaserJet Pro MFP M252dw is een printer voor werkgroepen tot 10 personen. Diverse functies maken deze printer geschikt voor zakelijk gebruik. Zo print je automatisch dubbelzijdig, en print je tot een snelheid van 18 pagina's per minuut. Wil je liever niet dat anderen je printopdracht te zien krijgen? Met behulp van een pincode kun je jouw printopdrachten vergrendelen, totdat je zelf bij de printer bent.

De juiste toners voor deze printer","229,-","HP","B4A22A","Alléén printen","Laser","A4","600 x 600","18 ppm","18 ppm","None","39,2 cm x 41,2 cm x 23,62 cm","12,2 kg"
Inkjetprinters,"Epson Expression Home XP-245","Print al je recepten of werkstukken van je kinderen uit met de Epson Expression Home XP-245. Je scant en kopieert daarnaast je documenten met deze printer. Door de hoge printresolutie van 5760 x 1440 dpi druk je al je foto's randloos af met de XP-245.  Zet de Epson printer overal in je huis neer en verstuur je opdrachten via wifi door middel van de Epson Connect app.","49,95","Epson","C11CF32402","All-in-one","Inkjet","A4","5760 x 1440","8 ppm","4 ppm","None","39 cm x 30 cm x 14,5 cm","3,9 kg"
Laserprinters,"HP LaserJet Pro Color MFP M177FW","De HP Laserjet Pro Color MFP M177FW is een compacte All-in-One kleurenlaserprinter. Deel de printer in je netwerk via de netwerkverbinding en wifi. Naast afdrukken in zowel zwart-wit als kleur kan hij ook kopiëren, scannen en faxen. Even snel een printopdracht uitvoeren en geen PC bij de hand? Geen enkel probleem, via de mobiele apps verstuur je een opdracht rechtstreeks vanaf je smartphone of tablet. De automatische documentinvoer zorgt ervoor dat je scanopdrachten razendsnel worden uitgevoerd.

De juiste toners voor deze printer","279,-","HP","CZ165A","All-in-one","Laser","A4","600 x 600","16 ppm","17 ppm","None","42,3 cm x 48,4 cm x 33,5 cm","16 kg"
Laserprinters,"Samsung Xpress M2070FW","De Samsung Xpress M2070FW is een zwart-witlaserprinter die kan printen, scannen, kopiëren én faxen. Verbind de printer met het netwerk en print je opdrachten uit via wifi. Met een afdruksnelheid van 20 pagina's per minuut staat er nooit een rij voor de printer. Met behulp van de automatische documentinvoer (ADF) kopieer, fax of scan je meerdere documenten tegelijkertijd. Print schoolverslagen, presentaties en artikelen M2070FW. Verbind de printer met de NFC-functie van jouw smartphone, hierdoor verstuur je een printopdracht rechtstreeks van je smartphone.","159,-","Samsung","SL-M2070FW/SEE","All-in-one","Laser","A4","1200 x 1200","20 ppm","None","0,128 GB","40,6 cm x 36 cm x 30,9 cm","8,05 kg"
Inkjetprinters,"HP OfficeJet 5740 e-All-in-One","De HP OfficeJet 5740 e-All-in-One kan printen, kopiëren, scannen en faxen. Deze Officejet is geschikt om te gebruiken met smartphones, tablets en/of laptops. Met de ePrint app kun je overal ter wereld je printer beheren. Dankzij de optie dubbelzijdig te printen en de automatische documentinvoer werkt de printer eenvoudig en snel. De printer is daarnaast ook geschikt om af en toe foto's af te drukken. Dit maakt de OfficeJet 5740 een goede keus voor de veeleisende thuisgebruiker.","105,99","HP","B9S79A","All-in-one","Inkjet","A4","4800 x 1200","12 ppm","8 ppm","0,128 GB","45,2 cm x 41 cm x 19,3 cm","7,68 kg"
Inkjetprinters,"Brother MFC-J6930DW","Posters en folders op A3 formaat maak je met de Brother MFC-J6930DW inkjetprinter. Vouw het papier dubbel en je hebt zo een boek of tijdschrift op A4 formaat. Scannen, kopiëren en faxen doe je ook op A3 formaat, waardoor je posters digitaal opslaat en doorstuurt naar opdrachtgevers. Dankzij wifi-direct hoef je niet verbonden te zijn met het wifi netwerk. Je maakt rechtstreeks verbinding met de printer en verstuurt al je printopdrachten draadloos. En via het 9,3 cm kleuren touchscreen pas je nog de instellingen aan zonder tussenkomst van je pc. Het printpad is korter doordat het papier liggend doorgevoerd wordt en niet staand. Dit zorgt ervoor dat je print met een snelheid van 27 pagina's per minuut. Is het papier bijna op dan geeft de printer een waarschuwing door de ingebouwde sensor.","279,-","Brother","MFC-J6930DW","All-in-one","Inkjet","A3","4800 x 1200","22 ppm","20 ppm","0,256 GB","57,5 cm x 47,7 cm x 37,5 cm","23,7 kg"
Inkjetprinters,"HP OfficeJet Pro 8710 e-All-in-One (D9L18A)","De HP OfficeJet Pro 8710 e-All-in-One (D9L18A) is een printer, scanner, fax en kopieerapparaat in één voor op een klein kantoor. Selecteer je scan- kopieer-, fax- en printinstellingen op het grote touchscreen, of op afstand via wifi. De printer print automatisch dubbelzijdig en heeft een dubbelzijdige automatische documenteninvoer (DADF). Daardoor scan en kopieer je tot 50 documenten in één moeite dubbelzijdig en benut je beide kanten van het papier. Fragiele documenten scan je in via de ingebouwde flatbedscanner.","161,99","HP","D9L18A","All-in-one","Inkjet","A4","1200 x 1200","22 ppm","18 ppm","0,128 GB","49,95 cm x 40,48 cm x 33,91 cm","11,54 kg"
Inkjetprinters,"HP PageWide Pro 477dw","De HP PageWide Pro 477dw is een printer, scanner, fax- en kopieerapparaat in één voor op kantoor. De 477dw print met inkt zoals een inkjetprinter, maar met de snelheid van een laserprinter. De 1200 minuscule spuitmondjes droppen de inkt synchroon op het papier waardoor hij in 1 keer de volle breedte van de pagina bedrukt. Doordat de cartridges geen printkop hebben, is verstopping - zoals bij inkjet - niet mogelijk. Dankzij het werkgeheugen van 768 MB kan de printer meerdere opdrachten tegelijk uitvoeren. Deel de printer via wifi en print rechtstreeks vanaf je mobiel. Of verbind hem via een modem met het netwerk zodat ook je collega's opdrachten naar de printer kunnen sturen. Je bestanden worden altijd beveiligd verstuurd.","419,-","HP","D3Q20B","All-in-one","Inkjet","A4","1200 x 1200","40 ppm","40 ppm","0,768 GB","53 cm x 40,7 cm x 46,7 cm","22,15 kg"
Inkjetprinters,"Canon PIXMA TS6050 Zwart","Zet deze Canon PIXMA TS6050 Zwart thuis op je bureau en verstuur draadloos via wifi al je printopdrachten. Daarnaast print je ook automatisch dubbelzijdig al je documenten of foto's vanuit de cloud of je social media accounts. Scan en kopieer je foto's in en druk deze randloos af op een hoge resolutie van 4800 x 1200 dpi. Geen laptop bij de hand? Zet je SD kaart in de TS6050 en gebruik het 3 inch grote kleuren touchscreen om je foto's af te drukken of documenten in te scannen. Verder bespaar je kosten dankzij de 5 afzonderlijke cartridges. Je vervangt dan gemakkelijk alleen de cartridge die daadwerkelijk leeg is.","115,-","Canon","1368C006","All-in-one","Inkjet","A4","4800 x 1200","15 ppm","10 ppm","None","37,2 cm x 31,5 cm x 13,9 cm","6,2 kg"
Inkjetprinters,"Canon PIXMA MG6853","De Canon PIXMA MG6853 is een zilver/witte wifi printer voor thuis. De printer is geschikt voor Cloud Print en AirPrint, zodat je ook vanaf je smartphone en tablet print. Dankzij de hoge printresolutie en 5 losse cartridges, zijn je prints haarscherp én bespaar je op je inktkosten. Je hoeft namelijk alleen de kleurencartridge te vervangen die leeg is. Scannen en kopiëren doe je direct via het touchscreen aan de voorkant.","89,-","Canon","0519C066","All-in-one","Inkjet","A4","4800 x 1200","15 ppm","9,7 ppm","None","45,5 cm x 36,9 cm x 14,8 cm","6,4 kg"
Inkjetprinters,"Epson WorkForce Pro WF-3720DWF","Professionaliseer je werkplek met de Epson WorkForce Pro WF-3720DWF inkjet printer. Schaf met 1 apparaat een printer, scanner, kopieer- en faxmachine aan. Maak draadloos contact met de printer via je smartphone of tablet en verstuur zo je printjes zonder dat je de pc aanzet. Scan direct al je facturen en contracten in en bewaar ze via de Epson Connect app in de cloud. Zo weet jij zeker dat je altijd bij je documenten kunt vanaf een pc of smartphone met internet waar ook ter wereld. Dankzij de automatische documentinvoer bespaar je tijd doordat je niet stuk voor stuk je documenten invoert.","139,99","Epson","C11CF24402","All-in-one","Inkjet","A4","4800 x 1200","20 ppm","10 ppm","None","42,5 cm x 37,8 cm x 24,9 cm","9,1 kg"
Inkjetprinters,"HP Deskjet 2130 All-in-One","Als je slechts enkele printjes of kopietjes per maand maakt, dan is de HP Deskjet 2130 een goede keus. De All-in-One is makkelijk te installeren. Sluit de printer via usb aan op je pc of laptop en de printer installeert direct de benodigde software. De printer heeft een systeem met 2 cartridges. Deze cartridges hebben een geïntegreerde printkop. Dit heeft als voordeel dat je belangrijke onderdelen direct vervangt bij het verwisselen van de cartridge. Dit vermindert de kans op storingen, zodat jij altijd dat belangrijke printje kunt maken.","42,99","HP","F5S40B","All-in-one","Inkjet","A4","4800 x 1200","7,5 ppm","5,5 ppm","None","42,5 cm x 30,4 cm x 14,9 cm","3,42 kg"
Laserprinters,"HP Color LaserJet Pro MFP M377dw","De HP Color LaserJet Pro MFP M377dw print automatisch dubbelzijdig én heeft wifi. Zo print, scan en kopieer je tegelijk met de gehele werkgroep op dezelfde printer. Scan een batch tot 50 pagina's tegelijk. Doordat je de M377dw bedient met het 10,9 cm touchscreen aan de voorkant van de printer, hoef je niet eerst de pc op te starten. Ook als je vaak op je laptop, smartphone of tablet werkt, biedt deze laserprinter uitkomst. Download de HP ePrint app en stuur draadloos je opdrachten naar de printer.","359,-","HP","M5H23A","All-in-one","Laser","A4","600 x 600","24 ppm","24 ppm","None","41,6 cm x 47,2 cm x 40 cm","23,2 kg"
Inkjetprinters,"Brother MFC-J4420DW","De Brother MFC-J4420DW is een compacte all-in-one A3 printer. Met een afmeting van 48 x 29 x 18,8 cm is deze printer écht compact. Met de mogelijkheid vanaf smartphone, usb-stick, tablet of pc opdrachten te versturen is de MFC-J4420DW een flexibel centrum van jouw (thuis)kantoor. Dankzij het touchscreen en de automatische documentinvoer is de printer ook makkelijk te gebruiken als je geen printofiel bent. De lage kosten per pagina maken het kopen van nieuwe cartridges een stuk minder pijnlijk.","139,99","Brother","MFC-J4420DW","All-in-one","Inkjet","A3","6000 x 1200","20 ppm","18 ppm","0,128 GB","48 cm x 29 cm x 18,8 cm","9,5 kg"
Inkjetprinters,"Canon PIXMA MG2550s","Print al je receptjes of vakantiekiekjes thuis met de Canon PIXMA MG2550s. Verstuur via je pc je printtaken en de MG2550s springt uit zichzelf aan vanuit de energiebesparingsstand door middel van de 'Auto Power On' functie. Je print dus direct zonder dat je de printer handmatig aan moet zetten. Naast het printen, scan en kopieer je ook documenten en boekwerken. Met een resolutie van 4800 x 600 dpi druk je je foto's op hoge kwaliteit af en organiseer al je foto's direct met de meegeleverde 'My Image Garden' software.","43,99","Canon","0727C006","All-in-one","Inkjet","A4","4800 x 600","8 ppm","4 ppm","None","42,6 cm x 30,6 cm x 14,5 cm","3,5 kg"
Laserprinters,"Samsung Xpress M2835DW","De Samsung Xpress M2835DW maakt printen eenvoudig. Met één druk op de knop koppel je de printer aan je wifi-netwerk en verstuur je draadloos opdrachten naar je printer. De hoge afdruksnelheid en de optie automatisch dubbelzijdig af te drukken, maken deze printer geschikt voor iedereen die regelmatig documenten wil printen. Door zijn compacte formaat past deze printer op ieder bureau.","151,99","Samsung","SL-M2835DW/SEE","Alléén printen","Laser","A4","4800 x 600","28 ppm","None","None","36,8 cm x 33,45 cm x 20,2 cm","7,4 kg"
Inkjetprinters,"HP OfficeJet 250 Mobiele Printer (CZ992A)","","299,-","HP","CZ992A","All-in-one","Inkjet","A4","1200 x 1200","20 ppm","19 ppm","0,256 GB","38 cm x 19,8 cm x 9,1 cm","3,06 kg"
Laserprinters,"HP LaserJet Pro M102w","De HP LaserJet Pro M102w laserprinter is een eenvoudige zwart-wit wifiprinter, geschikt voor een kleine onderneming. Je verstuurt je documenten draadloos naar de printer via het wifi netwerk. Bij slecht wifi bereik kun je direct draadloos contact maken met de printer en print je alsnog je facturen. En met de Auto-on/Auto-off functie gaat de printer meteen aan wanneer je op de print knop drukt. Hierdoor haal jij je eerste contract of factuur na 7,3 seconden op. Via AirPrint stuur jij je printtaken naar de printer toe als je een iPhone of iPad hebt. Of met Google Cloud printing druk je je documenten meteen af vanuit de cloud.","94,99","HP","G3Q35A#B19","Alléén printen","Laser","A4","600 x 600","22 ppm","None","None","36,47 cm x 24,73 cm x 19 cm","4,7 kg"
Laserprinters,"Brother DCP-1612W","De Brother DCP-1612W is de geschikte printoplossing voor een thuiskantoor. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 20 pagina's per minuut. Het scannen of kopiëren van een documentje is ook mogelijk. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe. Ook zonder app is het nog steeds mogelijk je printtaken draadloos te versturen vanaf je laptop of pc met wifi. Heb je een laptop of pc dat geen wifi heeft? Sluit de printer dan aan via usb en print naar hartelust.","115,-","Brother","DCP-1612W","All-in-one","Laser","A4","2400 x 600","20 ppm","None","0,032 GB","34 cm x 38,5 cm x 25,5 cm","7,2 kg"
