product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"LG 34UC88-B","Of je nou games speelt, foto's bewerkt of audiovisuele elementen monteert, de LG 34UC88-B brengt het duidelijk in beeld. Gamend met deze ultrawide curved monitor heb je een beter overzicht van het slagveld zonder dat je inlevert op prestaties. AMD Freesync zorgt namelijk dat de actie zonder haperingen in beeld komt. Mocht je nog aan werken toekomen, dan ga je ook aan de slag met professionele beeldbewerking. Dankzij het IPS paneel met 99% sRGB komen kleuren natuurgetrouw in beeld, zodat jij alleen de beste kwaliteit levert. Kantel en verstel de monitor in hoogte naar een voor jou comfortabele positie, want als gamer of grafisch professional is een ergonomisch verantwoorde zithouding essentieel voor lange sessies.","799,-","LG","34UC88-B","34 inch","3440 x 1440 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","81,6 cm x 23,8 cm x None","8,35 kg"
Monitoren,"Philips 323E7QDAB/00","Of je de Philips 323E7QDAB/00 nu gebruikt bij je desktop, als tweede scherm, om series te kijken of te surfen op het web; dankzij het IPS paneel van deze monitor zien kleuren er altijd mooi en 'levendig' uit. Door zijn formaat is dit beeldscherm bovendien geschikt om efficiënt te werken, want op het 31,5 inch scherm heb je voldoende ruimte om meerdere programma's naast elkaar open te zetten. En zit je vaak langere tijd voor je monitor, dan profiteer je van de trillingsvrije technologie. Deze zorgt ervoor dat je minder snel last krijgt van vermoeide ogen.","239,-","Philips","323E7QDAB/00","32 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon","70,3 cm x 21,6 cm x 52,2 cm","6,9 kg"
Monitoren,"Asus ROG Swift PG348Q","De Asus ROG Swift PG348Q is een 34 inch curved monitor voor de echte gamer. Door de gebogen vorm van dit UWQHD beeldscherm krijg je het gevoel dat je wordt omringd door je favoriete spel, terwijl je online aan het domineren bent. Bovendien zorgt de NVIDIA G-Sync technologie voor vloeiende gameplay, zonder tearing of stuttering. Speel jij graag first-person shooters? Dankzij de GamePlus functie zet je een vizier vast op je scherm en worden headshots een eitje. Een zinloze, maar daarom niet minder gave extra feature is het led-lampje aan de onderkant van de monitorvoet, die het Republic of Gamers-logo projecteert op je bureau.","1.149,-","Asus","90LM02A0-B01370","34 inch","3440 x 1440 pixels","5 ms","None","100 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","82,9 cm x 29,7 cm x 55,8 cm","14,9 kg"
Monitoren,"iiyama ProLite TE8668MIS-B1AG","De iiyama ProLite TE8668MIS-B1AG is een 86 inch Large Format Display die je ophangt in je winkel, hotel, vergaderruimte, kroeg of andere bedrijfsruimte. Met dit 86 inch Large Format Display houd je klanten of gasten op de hoogte van het nieuws, de laatste aanbiedingen en andere relevante informatie. Het 4K beeldscherm heeft bovendien een krasbestendig infrarood touchscreen, zodat je hem ook gebruikt als whiteboard of bij het geven van presentaties. Met een kijkhoek van 176 graden zie je de beelden op het IPS scherm ook als je er bijna naast staat of er onderdoor loopt. Je kunt deze Prolite 24 uur onafgebroken aan laten staan, dus deze moderne informatiezuil houdt het met gemak een hele werkdag vol.","4.899,-","Iiyama","TE8668MIS-B1AG","86 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","198,85 cm x 10,05 cm x 116,1 cm","76 kg"
Monitoren,"AOC AGON AG271QX","Jouw krachtige gaming pc verdient een monitor die de mooiste graphics op hoge resolutie bijhoudt: de AOC AGON AG271QX. Dankzij de snelle reactiesnelheid van 1 ms komen snel bewegende beelden duidelijk in beeld. Daarnaast zorgt de 144Hz verversingssnelheid ervoor dat animaties natuurlijk en vloeiend in beeld verschijnen. Met FreeSync (tussen de 30 en 144 Hz) zijn de dagen van tearing en stuttering ook voorbij. Met de standaard meegeleverde Agon QuickSwitch keypad schakel je gemakkelijk tussen verschillende gaming presets. Zo stel je snel de helderheid of het contrast in die je nodig hebt voor verschillende games. Kantel, draai en verstel deze AOC monitor in hoog tot je vanuit een voor jou comfortabele positie het scherm goed ziet, zo speel je urenlang door zonder last van je nek of schouders.","499,-","AOC","AG271QX","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","62,3 cm x 21,8 cm x 43,3 cm","6,8 kg"
Monitoren,"LG 29UM69G","De LG 29UM69G is een gaming monitor waarmee je een groot deel van het speelveld in één oogopslag ziet. De beeldverhouding van 21:9 is namelijk een stuk groter dan die van een 16:9 beeldscherm. Daarmee zie je meer in de breedte van het speelveld in games die het ondersteunen. Dankzij de FreeSync technologie synchroniseert jouw monitor de verversingssnelheid met die van je AMD videokaart. Hierdoor heb je geen last van tearing en stuttering en schiet jij met scherp in de moeilijkste levels. Heb je graag zo min mogelijk extra's op je bureau? Deze monitor heeft ingebouwde speakers voor een minimalistische gaming setup.","269,-","LG","29UM69G-B.AEU","29 inch","2560 x 1080 pixels","1 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, USB, USB-type A","70 cm x 24 cm x 41 cm","5,5 kg"
Monitoren,"LG 27UD69","Met de LG 27UD69 monitor behoren zichtbare pixels tot het verleden. Dit 29 inch beeldscherm heeft een 3840 x 2160 resolutie waardoor het beeld 4 keer scherper is dan met een Full HD scherm. Gebruik de Split Screen functionaliteit om eenvoudig meerdere schermen naast elkaar te openen. Zo werk je in 2 programma's tegelijk en neem je bijvoorbeeld eenvoudig gegevens over vanuit Gmail naar PowerPoint. Hoe je de monitor ook plaatst, kleuren zijn vanuit elke hoek goed zichtbaar dankzij het IPS paneel. De monitor is ook voorzien van een anti-glare laag, zodat je geen last hebt van reflecties door binnenkomend licht.","419,-","LG","27UD69-W.AEU","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","61,5 cm x 20,9 cm x 45,49 cm","5 kg"
Monitoren,"LG 29UM58-P","De LG 29UM58-P is het bewijs dat ultrawide monitoren ook bij jou thuis tot hun recht komen. Met deze LG monitor past je audiovisuele project namelijk geheel in beeld of open je gemakkelijk meerdere programma's naast elkaar. Bewerk je thuis veel foto's? Dankzij 99% sRGB kleurweergave komen de kleuren van je vakantiekiekjes natuurgetrouw in beeld. Het IPS paneel met anti-glare coating zorgt dat je onder alle lichtomstandigheden en vanuit elke hoek je scherm goed ziet. Die honderden vakantiefoto's slokken aardig wat vrije uurtjes op; gelukkig heb je dankzij de trillingsvrije technologie minder snel last van vermoeide ogen.","199,-","LG","29UM58-P","29 inch","2560 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, Hoofdtelefoon","70,3 cm x 21,32 cm x 41,42 cm","5,2 kg"
Monitoren,"Philips Brilliance BDM3270QP2","De Philips Brilliance BDM3270QP2 is een scherm gericht op grafisch professionals en industrieel ontwerpers. Dankzij 100% dekking van het sRGB spectrum komen kleuren natuurgetrouw in beeld. Op de hoge WQHD resolutie werk je op deze monitor eenvoudig met meerdere programmavensters naast elkaar. Of je gebruikt de ruimte om te focusen op de details van een ontwerp of foto. Met dit scherm kom je met gemak een werkdag door, want dankzij de trillingvrije technologie krijg je niet snel last van vermoeide ogen. Daarnaast kantel, draai en roteer je het scherm zodat hij altijd in de voor jou juiste positie staat.","379,-","Philips","BDM3270QP2/00","32 inch","2560 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","74,2 cm x 65,7 cm x 27 cm","10,76 kg"
Monitoren,"iiyama ProLite X2474HS-B1","De iiyama ProLite X2474HS-B1 is een 24 inch monitor voor thuis en kantoor die uitblinkt in kleurweergave. Het VA paneel van deze monitor zorgt namelijk voor realistische kleuren en beter contrastwaarden. Hierdoor zie je bijvoorbeeld tijdens een spannende film meer van wat er in het donker gebeurt. Ook de kijkhoeken zijn breed, zodat een meekijkende collega het scherm ook vanuit elke hoek goed ziet. De monitor is geschikt voor lange dagen en late uurtjes, want de trillingvrije technologie en het blauw licht filter voorkomen vermoeide ogen. Kijk je een YouTube filmpje in de pauze? Iedereen geniet mee van de grappige video dankzij de ingebouwde speakers.","129,-","Iiyama","X2474HS-B1","24 inch","1920 x 1080 pixels","4 ms","None","75 Hz","VA paneel","HDMI, VGA, DisplayPort","54,7 cm x 17,7 cm x 40,5 cm","3,2 kg"
Monitoren,"Samsung LU28E570DS/EN","Je grafische opdrachten, films en games bekijk je voortaan in 4K dankzij de Samsung LU28E570DS/EN. Ga je aan de slag met het bewerken van foto's of video's? Dan profiteer je van de helderheid van 370 cd/m2, die ervoor zorgt dat kleuren 'levendig' en niet flets overkomen. Is het werk af, dan relax je met het spelen van je favoriete games. De reactietijd van slechts 1 ms voorkomt ghosting, het probleem waarbij het oude en het nieuwe beeld elkaar overlappen.","349,-","Samsung","LU28E570DS/EN","28 inch","3840 x 2160 pixels","1 ms","None","60 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon","66,09 cm x 18,71 cm x 46,9 cm","5,28 kg"
Monitoren,"iiyama G-Master Black Hawk G2530HSU-B1","De iiyama G-Master Black Hawk G2530HSU-B1 is een monitor voor beginnende gamers die alleen op Full HD spelen. De monitor heeft een refresh rate van 75 Hz, waardoor games vloeiender weergegeven worden dan op een 60 Hz scherm. Met 1 ms reactiesnelheid heb je geen last van ghosting en heb je nagenoeg geen inputlag wanneer je jouw console op de monitor aanluit. Het ontwerp is strak en minimalistisch, met dunne bezels voor een setup met 2 of meer monitoren. Je stelt de black equalizer naar wens af, zodat je tegenstanders in donkere levels een stuk beter ziet. Heb je een AMD videokaart? Dan zorgt FreeSync dat de monitor en de videokaart beter samenwerken voor stabiele framerates.","149,-","Iiyama","G2530HSU-B1","24,5 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA, DisplayPort, USB","None x 19,7 cm x 40,1 cm","4 kg"
Monitoren,"HP EliteDisplay E240","De HP EliteDisplay E240 is een 24 inch monitor die zich volledig aanpast aan je meest comfortabele werkhouding. Kantelbaar, draaibaar, roteerbaar en in hoogte verstelbaar; dit beeldscherm is op iedere mogelijke manier te verstellen. Benut de DisplayPort, HDMI en VGA aansluitingen om tot wel 3 van deze HP EliteDisplay monitoren met dezelfde computer te verbinden. Zet meerdere van deze beeldschermen naast elkaar op je bureau en je hebt opeens veel meer werkruimte om efficiënt aan de slag te gaan. Schijnt de zon door het raam, dan zorgt de anti-glare laag over het scherm ervoor dat je geen last hebt van hinderlijke lichtreflecties. Zo houd je goed zicht op je werk.","215,09","HP","M1N99AT#ABB","24 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","55,72 cm x 18,9 cm x 35,91 cm","5,8 kg"
Monitoren,"Dell Ultrasharp U2414H","De Dell U2414H is een 23,8 inch Full HD IPS-monitor. Door de IPS-techniek geniet je van een levensechte kleurweergave en is het beeld vanuit elke hoek haarscherp te zien. Omdat de Dell U2414H in hoogte verstelbaar, draaibaar, kantelbaar en 90 graden roteerbaar is, werk je altijd in de meest optimale stand. Deze monitor sluit je aan via HDMI of DisplayPort. Bovendien is de Dell U2414H uitgerust met een MHL-poort. Hiermee verbindt je jouw Android-telefoon met de monitor en kun je apps, games, foto's en films bekijken. Daarnaast heeft de Dell U2414H een ingebouwde usb-hub, zodat je gemakkelijk randapparatuur aansluit.","239,-","Dell","210-ADUL","24 inch","1920 x 1080 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","53,91 cm x 18,5 cm x 48,58 cm","5,76 kg"
Monitoren,"LG 34UC99","De LG 34UC99 is een 34 inch curved ultrawide monitor waarop je jouw favoriete games speelt en foto's en video's bewerkt. Het extra brede scherm biedt een groter speelveld voor games die dit ondersteunen, waardoor je jouw tegenstanders sneller ziet aankomen. Door het gebogen design is de afstand van je ogen tot de monitor over het hele scherm gelijk, waardoor je de 99% sRGB kleurweergave nog intenser waarneemt. De FreeSync technologie voorkomt haperende beelden tijdens het gamen. Zo ben je door de soepele gameplay de baas in jouw online potjes. Een MacBook of usb c laptop aansluiten en tegelijkertijd opladen? Daar heb je dankzij de usb c poort maar één kabel voor nodig.","999,-","LG","34UC99-W.AEU","34 inch","3440 x 1440 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort","81,7 cm x 48,2 cm x 25,9 cm","8,3 kg"
Monitoren,"Dell UltraSharp U2412M","De Dell UltraSharp U2412M is een kristalheldere IPS-monitor met een levendige kleurweergave. De IPS-techniek zorgt ervoor dat de monitor vanuit elke kijkhoek haarscherp zichtbaar blijft en door de anti-reflectiecoating heb je geen last van lichtinval, reflectie of vetafdrukken. Een resolutie van 1920x1200 zorgt ervoor dat je over een groot en duidelijk beeld beschikt, waarop je nog productiever te werk gaat. De Dell UltraSharp U2412M is flexibel. Hij is vrijwel in elke kant te roteren, draaien, kantelen en ook nog is in hoogte verstelbaar. De Dell UltraSharp U2412M is met 1 druk op de knop aan te passen. Zo regel je binnen no-time de helderheid en kleurentemperatuur om energie te besparen. Met de tekstmodus wordt de helderheid automatisch op 150 nit ingesteld. Dit is ideaal voor het lezen van tekst!","249,-","Dell","210-AGYH","24 inch","1920 x 1200 pixels","8 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","55,6 cm x 6,5 cm x None","4 kg"
Monitoren,"iiyama ProLite X4071UHSU-B1","De iiyama ProLite X4071UHSU-B1 is een 40 inch VA monitor met UHD resolutie. Daardoor heb je veel werkruimte én is het scherm vanuit vrijwel iedere hoek goed zichtbaar. Zo kun je met gemak meerdere vensters tegelijkertijd op het scherm weergeven, handig wanneer je met veel informatie werkt. Door de hoge helderheid en de betere kleurweergave is het scherm ook geschikt voor grafisch werk.","599,-","Iiyama","X4071UHSU-B1","40 inch","3840 x 2160 pixels","3 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon, USB-type A","90,65 cm x 23,85 cm x 57,7 cm","None"
Monitoren,"Acer SA220Qbid","De Acer SA220Qbid is een 21,5 inch Full HD monitor voor het kijken van films of het bewerken van de vakantiekiekjes. Want op het IPS zie je altijd ware kleuren, ongeacht de kijkhoek. Zo kijken anderen ook mee terwijl jij je fotobewerk talent laat zien. Met een dikte van slechts 3,6 centimeter is dit een van de dunnere monitoren op de markt. Dat ziet er strak uit op je bureau. En dankzij de dunne bezels plaats je makkelijk een tweede monitor naast deze Acer. Zo zit er geen dikke rand tussen je twee schermen en loopt het mooi vloeiend in elkaar over.","99,-","Acer","UM.WS0EE.002","21,5 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","49,8 cm x 3,6 cm x 30,2 cm","2,5 kg"
Monitoren,"BenQ Zowie XL2411","De BenQ Zowie XL2411 is een 24 inch led monitor speciaal ontworpen voor gamers. De monitor beschikt over Motion Blur Reduction, wat niet alleen zorgt voor scherper beeld tijdens snel bewegende beelden, maar ook nog eens vermoeidheid van de ogen voorkomt. De Zowie XL2411 is in hoogte verstelbaar, draaibaar, kantelbaar en zelfs roteerbaar. Bovendien is de gaming monitor 3D Vision 2 ready, zodat je ook nog eens jouw favoriete games in 3D speelt. Ben je een hardcore gamer? Dan kan je echt niet om de XL2411 heen!","259,-","BenQ","9H.LELLB.RBE","24 inch","1080 x 1920 pixels","1 ms","None","144 Hz","TN paneel","HDMI, VGA, DVI","57 cm x 34,84 cm x 63,26 cm","6 kg"
Monitoren,"BenQ BL2420PT","Met deze monitor kun jij je grafische werkzaamheden uitvoeren zoals jij dat wilt. Draai, kantel, roteer en verstel de monitor zodat je in de ideale stand kunt werken. De heldere kleuren en hoge resolutie zorgen dat je elke pixel ziet terwijl je grafische kunstwerken creëert. Speel muziek af met de ingebouwde luidsprekers om de ervaring volledig te maken en geniet van alle functionaliteiten van deze complete monitor.","249,-","BenQ","9H.LCWLA.TBE","24 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,32 cm x 23,95 cm x 52,49 cm","7 kg"
Monitoren,"BenQ GW2270H","Op de BenQ GW2270HM ga je gelijk aan de slag met je vakantiefoto's. Een SD kaart uit je camera gaat namelijk rechtstreeks de geheugenkaartlezer van deze 21,5 inch monitor in. Zo zit je meteen klaar om je foto's te bewerken op het Full HD beeldscherm. Het VA paneel zorgt voor een goede weergave van kleuren vanuit iedere kijkhoek. Houd je een filmavond, dan zorgen het blauw licht filter en de trillingsvrije technologie ervoor dat je ogen minder snel vermoeid en geïrriteerd raken. Dankzij het anti-glare paneel heb je geen last van lichtinval en vingerafdrukken op het scherm.","99,-","BenQ","9H.LE6LA.TBE","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","VA paneel","HDMI, VGA, Hoofdtelefoon","54,6 cm x 26,8 cm x 47,6 cm","4 kg"
Monitoren,"LG 29UM59","De LG 29UM59 is een ultrawide monitor voor de fanatieke gamer. Door de 21:9 beeldverhouding heb je extra speelruimte in je games, als je game dit ondersteunt. Zo zie je in shooters je tegenstanders sneller aankomen en ben jij de baas in een multiplayer game. Haperende beelden zijn verleden tijd dankzij de FreeSync technologie. Deze techniek synchroniseert de verversingssnelheid van je monitor met je AMD videokaart, waardoor je geen last hebt van tearing en stuttering. Is het even tijd voor de studie, dan verdeel je met Splitscreen het beeld in 4 vensters, waardoor je gemakkelijk multitaskt. Zo sleep je makkelijk foto's in een presentatie en lees je bronnen terwijl je een artikel typt.","229,-","LG","29UM59-P.AEU","29 inch","2560 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI","70,3 cm x 21,3 cm x 41,4 cm","5,2 kg"
