product_type,product_name,product_desc,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"Asus ZenBook UX410UA-GV190T","De Asus ZenBook UX410UA-GV190T is geschikt voor een ieder die meer wil met zijn laptop dan enkel tekst bewerken of video's kijken. Dankzij de i7 processor werk je met zware grafische programma's en leg je de laatste hand aan je vakantiekiekjes en bewerk je de filmpjes van je avonturen. De laptop weegt dankzij de 14 inch behuizing maar 1,4 kilogram, waardoor je hem makkelijk meeneemt naar werk of college. Klap de ZenBook open en start de laptop binnen 15 seconden op met de 128 GB SSD. Door de extra 500 GB harde schijf heb je extra opslagruimte voor je foto's en video's. Bestanden van 1 gigabyte of groter zet je in enkele seconden over dankzij de usb c 3.1 poort.","999,-","Asus","90NB0DL1-M04970","14 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","128 GB SSD + 500 GB HDD","32,3 cm x 22,3 cm x 1,9 cm","1,4 kg"
Laptops QWERTY,"Dell XPS 15 CNX95603","De Dell XPS 15 CNX95603 neem je overal mee naartoe om aan je grafische projecten te werken. Deze 15,6 inch laptop is 1,7 cm dun en weegt 1,8 kg, waardoor hij gemakkelijk in je tas past. Dankzij de NVIDIA GeForce GTX 1050 videokaart ervaar je vloeiende bewegende beelden tijdens het bewerken van foto's en speel je games op hoge instellingen. Met de 512 GB PCIe SSD start je de laptop nog sneller op dan met een gewone SSD, waardoor je in een paar seconden verder gaat met je digitale ontwerp. Via de Thunderbolt 3 poort zet je grote bestanden met 40 GB per seconde over en laad je randapparatuur, zoals je smartphone, op.","1.899,-","Dell","CNX95603","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","4000 MB","16 GB","512 GB SSD","35,7 cm x 23,5 cm x 1,7 cm","None"
Laptops QWERTY,"HP Stream 14-ax011nd","Werk thuis en op school aan je presentaties en verslagen op de HP Stream 14-ax011nd. Met zijn 14 inch formaat neem je hem makkelijk mee naar college, waar je hem tevoorschijn haalt om aantekeningen te maken. Dankzij het gratis meegeleverde 1 jarige abonnement op Office 365 Personal tik je meteen al je aantekeningen in Word, of bouw ingewikkelde spreadsheets met Excel. Het 32 GB Flash geheugen start de laptop in ongeveer 15 seconden op, dus ga meteen aan de slag als je hem openklapt. Wil je dat niemand behalve jij bij je documenten kan? De ingebouwde TPM chip beveiligt je schijf door hem te versleutelen, waardoor alleen jij toegang hebt.","299,-","HP","2EP01EA#ABH","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","32 GB Flash","33,7 cm x 22,6 cm x 1,79 cm","1,44 kg"
Laptops QWERTY,"Lenovo Legion Y520-15IKBM 80YY000UMH","Speel jouw favoriete games en bewerk video's op de Lenovo Legion Y520-15IKBM 80YY000UMH. Dankzij de NVIDIA GeForce GTX 1060 Max-Q videokaart speel je de meeste games op de hoogste instellingen. Deze grafische kaart is speciaal ontworpen voor dunnere laptops en is smaller, zuiniger en stiller dan de normale GTX 1060. De PCIe SSD schijf laadt jouw games en programma's nog sneller dan een traditionele SSD, waardoor je binnen enkele seconden aan een nieuwe killstreak begint. Met 2,4 kg en 2,58 cm is de Legion relatief licht en dun voor een 15,6 inch gaming laptop, zodat je hem gemakkelijk meeneemt naar een LAN party met je vrienden.","1.299,-","Lenovo","80YY000UMH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060 Max-Q","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38 cm x 26,5 cm x 2,58 cm","2,4 kg"
Laptops QWERTY,"Asus VivoBook A541UA-DM1741T","De 15,6 inch Asus VivoBook A541UA-DM1741T gebruik je op school of op werk voor je dagelijkse bezigheden. Maak aantekeningen tijdens de les, kijk YouTube video's of maak een presentatie. Lang wachten tot je laptop is opgestart hoeft niet meer, want dankzij de 128 GB SSD ga je in ongeveer 15 seconden na het opstarten aan de slag. Haal je deadlines voor school terwijl je via Spotify je favoriete artiest streamt. Is het lekker weer buiten? Door het anti-reflecterende scherm heb je geen last van vervelende reflecties wanneer de zon naar binnen schijnt.","529,-","Asus","90NB0CF1-M28350","15,6 inch","1920 x 1080 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","8 GB","128 GB SSD","38,1 cm x 25,2 cm x 2,76 cm","2 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) MPXT2N/A Space Gray","Met de Apple MacBook Pro 13'' MPXT2N/A Space Gray maak je de mooiste grafische ontwerpen op het heldere Retina scherm. Met een resolutie van 2880 x 1800 zie je de kleinste details en door het IPS paneel neem je ware kleuren vanuit elke hoek goed waar. Houd je werktempo er goed in, want met de PCIe SSD schijf start je programma's binnen enkele seconden op. De compacte behuizing is gemaakt van aluminium, waardoor deze laptop erg stevig is en tegen een stootje kan. Door zijn 13 inch formaat neem je hem gemakkelijk mee naar je opdrachtgever, waar je met de de MacBook Pro goed voor de dag komt.","1.622,-","Apple","MPXT2N/A","13,3 inch","2560 x 1600 pixels","Intel Core i5 None","Intel Iris Plus Graphics 640","None","8 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"HP 17-bs092nd","De HP 17-bs092nd is een laptop die je thuis of op kantoor gebruikt als desktopvervanger voor je dagelijkse digitale klussen, zoals internetten, het maken van een presentatie en het bijhouden van je administratie. Je hoeft niet lang te wachten voordat je aan de slag kan, want dankzij de 256 GB SSD start je jouw laptop in ongeveer 15 seconden op. De Core i3 processor kan meerdere programma's tegelijkertijd aan, zodat je tijdens het werken in Powerpoint muziek streamt via Spotify. Even vrije tijd? Kijk dan een film op het ruime 17,3 inch beeldscherm dat over een anti reflecterend paneel beschikt. Hierdoor heb je geen last van weerspiegelingen en invallend licht.","649,-","HP","2FN48EA#ABH","17,3 inch","1600 x 900 pixels","Intel Core i3 6006U","Intel HD Graphics 520","4000 MB","8 GB","256 GB SSD","41,5 cm x 27,8 cm x 2,46 cm","2,5 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/512 GB - 2,8Ghz Space Gray","De Apple MacBook Pro 15'' Touch Bar (2017) 16/512 GB - 2,8Ghz Space Gray beschikt over de Touch Bar. Dit is een touchscreen boven het toetsenbord dat interactieve toetsen en functies laat zien en zich aanpast aan je programma's. Ben je aan het tekstverwerken, dan verschijnen er woordsuggesties en opties om de tekst op te maken. Bewerk je foto's, dan zie je op de Touch Bar filteropties of een kleurenpallet. Hierdoor houd je meer ruimte over om op het 15,4 inch Retina scherm in hoge resolutie aan je foto's en video's te knutselen in. De Touch Bar beschikt ook Touch ID, waarmee je met je vingerafdruk inlogt en betalingen goedkeurt. Randapparatuur sluit je aan op 1 van de 4 usb c aansluitingen, die geschikt zijn om data over te zetten én je MacBook op te laden.","2.849,-","Apple","Z0UB","15,4 inch","2880 x 1800 pixels","Intel Core i7 7700HQ","AMD Radeon Pro 555","2000 MB","16 GB","512 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Lenovo ThinkPad X1 Carbon 20HR0021MH","De Lenovo ThinkPad X1 Carbon 20HR0021MH is een 14 inch laptop voor onderweg en op kantoor. Gebruik deze laptop om een afbeelding te bewerken voor een presentatie, of analyseer de laatste verkoopcijfers. Binnen 15 seconden start je laptop op door de 256 GB SSD. En ben je niet op kantoor maar moet je wel dat ene belangrijke document hebben? Maak dan op afstand verbinding met een computer op kantoor via Windows 10 Pro. Zo heb je het bestand alsnog bij de hand. Werk je met gevoelige data? De TPM-chip slaat je bestanden versleuteld op zodat alleen jij er toegang tot hebt. Inloggen doe je via de vingerafdruksensor, zodat je geen wachtwoord meer hoeft te onthouden.","1.599,-","Lenovo","20HR0021MH","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,35 cm x 21,71 cm x 1,595 cm","1,13 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) MPXR2N/A Silver","Met de Apple MacBook Pro 13'' MPXR2N/A Silver maak je de mooiste grafische ontwerpen op het heldere Retina scherm. Met een resolutie van 2880 x 1800 zie je de kleinste details en door het IPS paneel neem je ware kleuren vanuit elke hoek goed waar. Houd je werktempo er goed in, want met de PCIe SSD schijf start je programma's binnen enkele seconden op. De compacte behuizing is gemaakt van aluminium, waardoor deze laptop erg stevig is en tegen een stootje kan. Door zijn 13 inch formaat neem je hem gemakkelijk mee naar je opdrachtgever, waar je met de de MacBook Pro goed voor de dag komt.","1.379,-","Apple","MPXR2N/A","13,3 inch","2560 x 1600 pixels","Intel Core i5 None","Intel Iris Plus Graphics 640","None","8 GB","128 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Microsoft Surface Pro - i5 - 8 GB - 256 GB","Ga voor de Microsoft Surface Pro als je niet wil kiezen tussen een laptop en een tablet. 
Wanneer je dit model met de bijbehorende type cover aanschaft, heb je een 2-in-1 voor tekstverwerken, e-mails versturen en internetten. De krachtige Core i5 processor gebruik je ook voor het bewerken van beeldmateriaal voor in je presentatie. Ga je liever creatief aan de slag? Dan gebruik je het touchscreen zet je je wildste fantasieën op digitaal papier.  Het Quad HD beeldscherm zorgt voor een scherpe weergave van teksten en video's, waardoor individuele pixels niet zichtbaar zijn. De batterij gaat tot 13,5 uur mee zodat je niet continu vast zit aan het stopcontact.","1.449,-","Microsoft","FJX-00003","12,3 inch","2736 x 1824 pixels","Intel Core i5 7300U","Intel HD Graphics 620","None","8 GB","256 GB SSD","29,2 cm x 20,1 cm x 0,85 cm","0,768 kg"
Laptops QWERTY,"HP Pavilion 15-cc594nd","Thuis of onderweg, met de 15 inch HP Pavilion 15-cc594nd bewerk je video's en werk je met zware programma's. Je gaat gelijk aan de slag, want de SSD heeft ongeveer 15 seconden nodig om Windows 10 op te starten. Ook geïnstalleerde programma's op de 128 GB SSD laden in enkele seconden en tot twee keer sneller dan op een normale harde schijf. De NVIDIA GeForce 940MX videokaart regelt grafisch zware taken en is snel genoeg voor games als Minecraft. Je foto's, video's en bestanden bewaar je op de 1TB harde schijf. Films, foto's of games, het IPS paneel toont vanuit elke kijkhoek de ware kleuren. Bij weinig licht zie je precies welke toetsen je aanslaat op het verlichte toetsenbord. De uitgebreide garantie zorgt ervoor dat, wanneer je een technisch probleem hebt, er de volgende werkdag een expert langs komt om het probleem op te lossen.","949,-","HP","2GR86EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","NVIDIA GeForce 940MX","2000 MB","8 GB","128 GB SSD + 1 TB HDD","37,8 cm x 25,21 cm x 1,99 cm","1,91 kg"
Laptops QWERTY,"Lenovo Ideapad 320-17IKB 80XM009JMH","De Lenovo Ideapad 320-17IKB 80XM009JMH is een desktopvervanger die je thuis gebruikt voor simpele taken als e-mailen, internetten en films kijken. Dankzij de Core i5 processor werk je met  programma's waarmee je jouw vakantiefoto's bewerkt. Ook multitasken is een makkie, dus update sociale media en stream muziek terwijl je met je foto's bezig bent. Op het 17,3 inch beeldscherm heb je genoeg ruimte om met meerdere vensters naast elkaar te werken. Klap de Ideapad open en ga meteen aan de slag, want dankzij de SSD schijf start je de laptop in ongeveer 15 seconden op. Door de anti reflecterende laag op het scherm heb je geen last van weerkaatsend licht als je de laptop in een fel verlichte omgeving gebruikt.","699,-","Lenovo","80XM009JMH","17,3 inch","1600 x 900 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD + 1 TB HDD","41,8 cm x 29,3 cm x 2,49 cm","2,8 kg"
Laptops QWERTY,"HP Stream 14-ax010nd","De HP Stream 14-ax010nd is je laptop tijdens al je vergaderingen of colleges. Dankzij het gratis meegeleverde 1 jarige abonnement op Office 365 Personal tik je meteen al je aantekeningen in Word, of bouw ingewikkelde spreadsheets met Excel. Sla daarna al jouw opdrachten op in de cloud via Dropbox, want je krijgt 25 GB aan opslagruimte voor een jaar. Wil je lekker ontspannen na een hard dagje werken? Start Netflix op en ontspan de rest van de avond met een serie.","299,-","HP","Z5D31EA#ABH","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","32 GB Flash","33,7 cm x 22,6 cm x 1,79 cm","1,44 kg"
Laptops QWERTY,"HP Probook 450 G4 T8B71ET","","799,-","HP","T8B71ET#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD","38,2 cm x 26,3 cm x 2,44 cm","2,04 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2016) MLW92N/A Silver","Met de Apple MacBook Pro 15'' Touch Bar (2016) MLW92N/A Silver bewerk je foto's en video's met behulp van de Touch Bar. Dit is een interactief touchscreen boven het toetsenbord dat toetsen en functies laat zien en zich aanpast aan je programma's. Tijdens het bewerken van foto's kies je via de Touch Bar een filter of kleur en tijdens het typen verschijnen er woordsuggesties. Deze MacBook heeft met de Inte Corel i7 Kaby Lake een sterkere processor, hierdoor werk je sneller met meerdere programma's tegelijkertijd. De Touch Bar ondersteunt ook Touch ID, een vingerafdrukscanner waarmee je inlogt en een online aankoop goedkeurt. De 4 usb c aansluitingen zijn geschikt om data over te zetten én je MacBook op te laden.","2.999,-","Apple","MLW92N/A","15,4 inch","2880 x 1800 pixels","Intel Core i7 6929HQ","AMD Radeon Pro 455","2000 MB","16 GB","1 TB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"HP 15-bs190nd","De HP 15-bs190nd is een krachtige 15,6 inch laptop die geschikt is voor de multitasker. Dankzij de Intel Core i5 processor bewerk je foto's met grafische programma's als Adobe Photoshop. Even snel iets opzoeken op internet? Dankzij de 128 GB SSD schijf start je deze laptop in ongeveer 15 seconden op, waarna je gelijk aan de slag gaat. Door het 8 GB werkgeheugen loopt deze HP laptop ook soepel als je meerdere programma's tegelijk open hebt staan. Het scherm is anti-reflecterend, waardoor jij bij mooi weer jouw eigen weerspiegeling niet terugziet op het beeld.","629,-","HP","2WB55EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i5 8250U","Intel UHD Graphics 620","None","8 GB","128 GB SSD","38 cm x 25,38 cm x 2,38 cm","1,91 kg"
Laptops QWERTY,"Apple MacBook Pro Retina 15,4'' 16/256SSD - 2,5GHz","Met de Apple MacBook Pro Retina 15,4'' 16/256SSD - 2,5GHz maak je de mooiste grafische ontwerpen op het heldere Retina scherm. Met een resolutie van 2880 x 1800 zie je de kleinste details en door het IPS paneel neem je ware kleuren vanuit elke hoek goed waar. Houd je werktempo er goed in, want met de PCIe SSD schijf start je programma's binnen enkele seconden op. De compacte behuizing is gemaakt van aluminium, waardoor deze MacBook erg stevig is en tegen een stootje kan. Door het gewicht van 2,04 kg en 1,8 cm dikte neem je hem gemakkelijk mee naar je opdrachtgever, waar je met de MacBook Pro goed voor de dag komt.","2.199,-","Apple","Z0RF","15,4 inch","2880 x 1800 pixels","Intel Core i7 4870HQ","Intel Iris Pro Graphics 5200","2000 MB","16 GB","256 GB SSD","35,89 cm x 24,71 cm x 1,8 cm","2,04 kg"
Laptops QWERTY,"HP ProBook 470 G4 i7-8gb-256ssd+1tb-930mx","Op de HP ProBook 470 G4 i7-8gb-256ssd+1tb-930mx stuur je mails, speur je het internet af en bewerk je foto's of video's. Al je bestanden zijn zo veilig als geld in een kluis: door het Windows 10 Pro besturingssysteem sla je bestanden versleuteld op. Over gegevens gesproken, je kan een hoop bestanden kwijt op de laptop. Met een 256 GB SSD en 1 TB harde schijf heb je veel opslagruimte. De buitenkant van de ProBook is ook veilig te noemen. De laptop heeft een militaire test doorstaan en is dus bestand tegen een valpartij of zware regen. Nog meer zekerheid geeft het HP onsite care pack, die ervoor zorgt dat er meteen de volgende werkdag een monteur langskomt als er problemen zijn met je ProBook.","1.349,-","HP","748199","17,3 inch","1920 x 1920  x 1080  x 1080 pixels","Intel Core i7 7500U","NVIDIA GeForce 930MX","2000 MB","8 GB","256 GB SSD + 1 TB HDD","41,68 cm x 28 cm x 2,58 cm","2,63 kg"
Laptops QWERTY,"Microsoft Surface Pro - i5 - 4 GB - 128 GB + Typecover Zwart","De Microsoft Surface Pro gebruik je als laptop én als tablet voor taken als  tekstverwerken, e-mails versturen en internetten. Met de meegeleverde zwarte typecover ga je gemakkelijk aan de slag met het typen van lange stukken tekst. Ga je liever creatief aan de slag op deze 2-in-1? Dan gebruik je het touchscreen om met Windows Ink je wildste fantasieën op digitaal papier te zetten. De Surface Pro is zonder toetsenbord maar 0,85 cm dik en weegt 768 gram, zodat je hem gemakkelijk met je meeneemt en onderweg gebruikt. Het 12,1 inch Quad HD beeldscherm zorgt voor een scherpe weergave, zodat je tot in het kleinste detail foto's bewerkt. De batterijduur is ten opzichte van de Surface Pro 4 ook flink verbeterd, zodat je minder vaak op zoek hoeft naar een stopcontact.","959,-","Microsoft","HGH-00023","12,3 inch","2736 x 1824 pixels","Intel Core i5 7300U","Intel HD Graphics 620","None","4 GB","128 GB SSD","29,2 cm x 20,1 cm x 0,85 cm","0,768 kg"
